user_id,mood,recent_activity,suggested_activity,timestamp
262,Pride/Confidence,Read or Watch an Inspiring Story – Draw motivation from stories of perseverance and success.,List 3 Skills You Have Mastered – Reinforce self-trust by recognizing personal achievements.,2025-02-20T21:38:24.705243+00:00
256,Anger/Resentment,Hold Ice Cubes in Hands – The cold sensation calms anger quickly.,"Tense & Release Shoulders – Shrug up to your ears, hold for 5 sec, then release.",2025-03-11T21:38:24.705245+00:00
471,Happiness/Joy,Eat Something You Love Slowly – Mindful eating enhances the experience.,"Hug Yourself Firmly for 10 Seconds – Releases oxytocin, making you feel good.",2025-03-15T21:38:24.705246+00:00
421,Anger/Resentment,"Cooling Breath – Inhale through curled tongue, exhale through nose. Repeat 10 times.","Cooling Breath – Inhale through curled tongue, exhale through nose. Repeat 10 times.",2025-03-01T21:38:24.705248+00:00
405,Shame/Guilt,Listen to Soothing Music Without Lyrics – Helps quiet self-criticism and promote relaxation.,Guided Meditation on Self-Acceptance – Sit quietly and focus on accepting your imperfections.,2025-03-06T21:38:24.705250+00:00
175,Pride/Confidence,"Take a 5-Minute Victory Walk – Walk with pride, as if celebrating a win.",Visualize a Past Success – Strengthen self-belief by recalling a moment of accomplishment.,2025-02-26T21:38:24.705252+00:00
326,Anxiety/Stress,Cold Water Splash – Splash cold water on your face to reset your nervous system.,"Box Breathing – Inhale for 4 sec, hold for 4 sec, exhale for 4 sec, hold for 4 sec. Repeat 5 times.",2025-03-05T21:38:24.705254+00:00
310,Belonging/Connection,Join an Online Forum or Community Related to Your Interests – Engage with like-minded individuals.,Listen to a Podcast About Human Stories – Feel connected through shared experiences.,2025-02-14T21:38:24.705256+00:00
204,Comparison/Social Pressure,Mindful Scrolling – Set a timer to use social media intentionally without overconsumption.,List 3 Strengths Unique to You – Focus on personal qualities that make you special.,2025-02-23T21:38:24.705258+00:00
133,Disappointment/Regret,Write a Letter to Your Future Self – Offer encouragement and advice.,"Write a ""Worst-Case Scenario"" & Counter It – Helps reframe negativity.",2025-02-27T21:38:24.705260+00:00
374,Pride/Confidence,Power Pose for 2 Minutes – Stand confidently with hands on hips and chin up to boost self-assurance.,Repeat: “I am capable and strong.” – Use verbal affirmations to build confidence.,2025-03-01T21:38:24.705263+00:00
399,Belonging/Connection,Join an Online Forum or Community Related to Your Interests – Engage with like-minded individuals.,Re-read a Meaningful Text Message from a Loved One – Reinforce emotional connection.,2025-03-03T21:38:24.705265+00:00
121,Love/Trust Issues,Give Yourself a Warm Hug – Use physical self-soothing techniques to promote emotional security.,Write: “What Do I Need to Feel Safe?” – Identify emotional needs to build trust in relationships.,2025-03-15T21:38:24.705267+00:00
257,Comparison/Social Pressure,"Practice the ""Noticing Without Judgment"" Technique – Observe comparison thoughts without attaching emotions.",List 3 Strengths Unique to You – Focus on personal qualities that make you special.,2025-03-03T21:38:24.705268+00:00
349,Love/Trust Issues,Give Yourself a Warm Hug – Use physical self-soothing techniques to promote emotional security.,"Hand-on-Heart Exercise – Close your eyes, place your hand on your heart, and take deep breaths to cultivate self-compassion.",2025-03-06T21:38:24.705270+00:00
361,Empathy/Compassion,Set a Boundary with Kindness – Assert personal needs while maintaining respect for others.,Pet or Hug Yourself – Use self-soothing techniques to generate warmth and comfort.,2025-02-16T21:38:24.705272+00:00
409,Nostalgia/Irony,Eat a Meal You Loved as a Kid – Reignite positive childhood associations through taste.,Recall a Funny or Embarrassing Moment & Laugh About It – Embrace emotional growth through humor.,2025-03-04T21:38:24.705274+00:00
458,Pride/Confidence,"Take a 5-Minute Victory Walk – Walk with pride, as if celebrating a win.","Try a ""Yes, I Can"" Mantra – Repeat this phrase 10 times to reinforce self-efficacy.",2025-02-17T21:38:24.705276+00:00
313,Pride/Confidence,Visualize a Past Success – Strengthen self-belief by recalling a moment of accomplishment.,"Try a ""Yes, I Can"" Mantra – Repeat this phrase 10 times to reinforce self-efficacy.",2025-02-17T21:38:24.705278+00:00
498,Curiosity/Awe,Go for a Walk in a New Direction – Explore a new route to experience novelty and excitement.,Close Your Eyes & Touch an Object – Identify an object just by its texture to enhance sensory awareness.,2025-03-09T21:38:24.705279+00:00
162,Happiness/Joy,Savor a Happy Memory for 60 Seconds – Close your eyes and relive a joyful moment.,Watch a Comedy Skit – Laughter boosts immunity and happiness.,2025-03-02T21:38:24.705281+00:00
303,Sadness/Despair,List 3 Things You're Grateful For – Write 3 small positive things from today.,"Warm Drink Ritual – Hold and sip a warm tea or coffee, focusing on the warmth and taste.",2025-02-16T21:38:24.705283+00:00
185,Comparison/Social Pressure,Turn Envy into Admiration – Shift perspective by learning from those you admire.,Reframe a Comparison Thought – Replace negative comparisons with self-growth affirmations.,2025-03-07T21:38:24.705285+00:00
130,Nostalgia/Irony,Look at a Childhood Toy or Object (or Find an Image of It) – Spark warm memories of the past.,Write a Letter to Your Younger Self – Process past and present emotions through writing.,2025-03-13T21:38:24.705286+00:00
190,Love/Trust Issues,Listen to Calming Love Songs – Use music as a tool to soothe emotional wounds.,Create a “What I Want in Love” List – Clarify personal relationship standards and desires.,2025-02-23T21:38:24.705288+00:00
265,Love/Trust Issues,Listen to Calming Love Songs – Use music as a tool to soothe emotional wounds.,Give Yourself a Warm Hug – Use physical self-soothing techniques to promote emotional security.,2025-02-14T21:38:24.705290+00:00
102,Empathy/Compassion,Set a Boundary with Kindness – Assert personal needs while maintaining respect for others.,"Smile at a Stranger – Foster social connection through a simple, kind gesture.",2025-03-03T21:38:24.705291+00:00
246,Disappointment/Regret,Reframe the Thought – Write one lesson learned from the experience.,List Past Successes – Remind yourself of previous accomplishments.,2025-03-10T21:38:24.705293+00:00
267,Curiosity/Awe,Close Your Eyes & Touch an Object – Identify an object just by its texture to enhance sensory awareness.,Explore a Fun Fact – Read an interesting fact to stimulate curiosity.,2025-02-23T21:38:24.705295+00:00
499,Comparison/Social Pressure,Turn Envy into Admiration – Shift perspective by learning from those you admire.,List 3 Things You’ve Achieved Lately – Remind yourself of personal progress.,2025-02-20T21:38:24.705297+00:00
289,Curiosity/Awe,Look at the Sky for 2 Minutes – Observe clouds or stars to experience a sense of wonder.,Explore a Fun Fact – Read an interesting fact to stimulate curiosity.,2025-03-12T21:38:24.705299+00:00
241,Belonging/Connection,Give a Genuine Compliment to Someone – Encourage positive social interactions.,Listen to a Podcast About Human Stories – Feel connected through shared experiences.,2025-02-18T21:38:24.705300+00:00
187,Empathy/Compassion,Visualize Walking in Someone Else’s Shoes – Imagine another’s perspective to enhance understanding.,Pet or Hug Yourself – Use self-soothing techniques to generate warmth and comfort.,2025-02-21T21:38:24.705302+00:00
468,Happiness/Joy,Smell Something Pleasant – Inhale a favorite scent like citrus or lavender.,Smell Something Pleasant – Inhale a favorite scent like citrus or lavender.,2025-03-04T21:38:24.705304+00:00
382,Disappointment/Regret,Shake Your Body for 30 Seconds – Helps release frustration physically.,Reframe the Thought – Write one lesson learned from the experience.,2025-03-05T21:38:24.705306+00:00
140,Anxiety/Stress,"5-4-3-2-1 Grounding – Name 5 things you see, 4 you touch, 3 you hear, 2 you smell, 1 you taste.",Write & Rip Technique – Write down worries and tear the paper. Imagine throwing stress away.,2025-02-21T21:38:24.705308+00:00
334,Empathy/Compassion,Loving-Kindness Meditation – Send kind thoughts to yourself and others to cultivate compassion.,Pet or Hug Yourself – Use self-soothing techniques to generate warmth and comfort.,2025-03-12T21:38:24.705309+00:00
404,Pride/Confidence,Set a Mini Goal & Achieve It – Accomplish a small task to boost confidence.,Journal One Thing You Did Well Today – Develop a habit of tracking small successes.,2025-02-20T21:38:24.705311+00:00
418,Disappointment/Regret,5-Minute Meditation on Acceptance – Sit still and accept the present moment.,Write a Letter to Your Future Self – Offer encouragement and advice.,2025-02-17T21:38:24.705313+00:00
419,Happiness/Joy,"Hug Yourself Firmly for 10 Seconds – Releases oxytocin, making you feel good.","Hug Yourself Firmly for 10 Seconds – Releases oxytocin, making you feel good.",2025-02-20T21:38:24.705315+00:00
352,Comparison/Social Pressure,Affirmation: “I Am Enough” – Strengthen self-worth by affirming personal value.,Engage in a Hobby You Love – Redirect focus to enjoyable and fulfilling activities.,2025-03-06T21:38:24.705316+00:00
157,Sadness/Despair,Look at Happy Photos – Scroll through old photos that bring back happy memories.,"Self-Compassion Letter – Write a kind letter to yourself, as if comforting a friend.",2025-02-24T21:38:24.705318+00:00
139,Comparison/Social Pressure,Engage in a Hobby You Love – Redirect focus to enjoyable and fulfilling activities.,"Practice the ""Noticing Without Judgment"" Technique – Observe comparison thoughts without attaching emotions.",2025-03-05T21:38:24.705320+00:00
258,Belonging/Connection,Send a Message to Someone You Care About – Strengthen social bonds through communication.,Re-read a Meaningful Text Message from a Loved One – Reinforce emotional connection.,2025-02-21T21:38:24.705322+00:00
353,Curiosity/Awe,"Ask a “What If?” Question – Think creatively about possibilities, such as time travel.",Close Your Eyes & Touch an Object – Identify an object just by its texture to enhance sensory awareness.,2025-02-15T21:38:24.705323+00:00
249,Comparison/Social Pressure,List 3 Strengths Unique to You – Focus on personal qualities that make you special.,Unfollow Triggers on Social Media – Remove content that negatively affects self-perception.,2025-02-25T21:38:24.705325+00:00
243,Anger/Resentment,Fast 5-Minute Walk – Walk briskly to release pent-up frustration.,"Clench & Release Fists – Clench fists tight for 5 sec, then release, repeating 5 times.",2025-03-01T21:38:24.705327+00:00
265,Pride/Confidence,"Take a 5-Minute Victory Walk – Walk with pride, as if celebrating a win.",Write a Letter to Your Future Self – Encourage yourself by acknowledging strengths and aspirations.,2025-03-14T21:38:24.705329+00:00
408,Anxiety/Stress,"Progressive Muscle Relaxation – Tense each muscle for 5 sec, then release.","5-4-3-2-1 Grounding – Name 5 things you see, 4 you touch, 3 you hear, 2 you smell, 1 you taste.",2025-03-05T21:38:24.705331+00:00
224,Disappointment/Regret,List Past Successes – Remind yourself of previous accomplishments.,List Past Successes – Remind yourself of previous accomplishments.,2025-02-28T21:38:24.705333+00:00
477,Empathy/Compassion,"Write a Gratitude Letter to Someone – Express appreciation, even if the letter isn’t sent.",Help Someone Anonymously – Perform a kind act without seeking recognition.,2025-02-14T21:38:24.705334+00:00
236,Happiness/Joy,Watch a Comedy Skit – Laughter boosts immunity and happiness.,"Hug Yourself Firmly for 10 Seconds – Releases oxytocin, making you feel good.",2025-02-18T21:38:24.705336+00:00
225,Belonging/Connection,Re-read a Meaningful Text Message from a Loved One – Reinforce emotional connection.,Listen to a Podcast About Human Stories – Feel connected through shared experiences.,2025-03-05T21:38:24.705338+00:00
476,Anxiety/Stress,Self-Hug – Wrap your arms around yourself and squeeze gently for 30 seconds.,"4-7-8 Breathing – Inhale for 4 sec, hold for 7 sec, exhale for 8 sec. Repeat 5 times.",2025-03-02T21:38:24.705340+00:00
448,Anxiety/Stress,Listen to Nature Sounds – Play ocean waves or birds chirping for 5 minutes.,"Box Breathing – Inhale for 4 sec, hold for 4 sec, exhale for 4 sec, hold for 4 sec. Repeat 5 times.",2025-03-09T21:38:24.705341+00:00
233,Anger/Resentment,"Tense & Release Shoulders – Shrug up to your ears, hold for 5 sec, then release.","Tense & Release Shoulders – Shrug up to your ears, hold for 5 sec, then release.",2025-03-09T21:38:24.705343+00:00
